lon,lat,age,plate_id,recon_lon,recon_lat,distance,sub_idx,trench_lon,trench_lat,conv_rate,conv_angle,trench_abs_rate,trench_abs_angle,arc_len,trench_norm,subducting_pid,trench_pid,dist_nearest_edge,dist_from_start,conv_ortho,conv_paral,trench_abs_ortho,trench_abs_paral,subducting_abs_rate,subducting_abs_angle,subducting_abs_ortho,subducting_abs_paral,seafloor_age,subduction_volume_km3y,carbonate_sediment_thickness,total_sediment_thick,ocean_crust_carb_percent
-69.23,-27.87,149.0,202.0,-46.911,-36.214,0.04,1261.0,-49.6,-35.52,6.83,-31.21,-1.2,-70.89,0.19,108.45,919.0,201.0,8.65,8.65,5.84,-3.54,0.39,-1.13,-7.78,-37.04,6.21,-4.69,37.93,0.08,46.93,103.23,2.21
-69.26,-20.04,119.0,201.0,-41.99100000000001,-25.74,0.034,1154.0,-44.09,-26.16,11.09,0.82,4.19,179.97,0.17,88.5,908.0,201.0,18.05,36.94,11.09,0.16,-4.19,0.0,-6.91,1.24,6.91,0.15,30.83,0.12,,91.96,2.34
-69.08,-24.13,151.0,202.0,-46.513000000000005,-32.408,0.035,1294.0,-48.87,-32.21,8.06,-26.01,1.87,105.16,0.2,98.92,919.0,201.0,11.96,11.96,7.24,-3.53,-0.49,1.8,-6.98,-14.35,6.77,-1.73,30.27,0.09,30.0,91.11,2.15
-68.9,-22.28,86.0,201.0,-49.95,-24.874000000000002,0.035,1202.0,-52.15,-24.54,5.69,-18.12,2.38,-128.12,0.18,96.8,908.0,201.0,21.21,37.75,5.4,-1.77,-1.47,-1.87,-5.38,-42.77,3.95,-3.66,42.44,0.07,36.79,109.83,2.31
-68.71,-20.96,60.0,201.0,-54.466,-20.94,0.040999999999999995,1275.0,-56.9,-21.53,1.05,20.91,1.45,-158.34,0.18,76.97,902.0,201.0,33.02,42.31,0.98,0.37,-1.35,-0.54,0.41,-155.36,-0.37,-0.17,68.44,0.02,32.06,139.42,2.44
-68.74,-21.95,65.0,201.0,-53.782,-22.098000000000003,0.038,1304.0,-56.12,-22.17,4.08,-7.49,1.43,-171.4,0.18,94.55,902.0,201.0,33.55,41.01,4.05,-0.53,-1.42,-0.21,-2.74,-15.86,2.63,-0.75,61.96,0.06,33.19,133.57,2.42
-68.89,-20.92,27.0,201.0,-62.705,-20.816999999999997,0.038,961.0,-65.01,-21.24,12.54,-1.75,2.87,-156.03,0.18,77.83,902.0,201.0,32.84,34.38,12.54,-0.38,-2.62,-1.17,-10.04,-8.92,9.92,-1.56,91.6,0.23,7.14,153.41,2.25
-70.3,-33.15,65.0,2901.0,-55.288000000000004,-33.305,0.035,1213.0,-57.67,-33.06,11.93,-29.79,0.77,-166.33,0.19,95.76,904.0,201.0,30.01,30.01,10.35,-5.93,-0.74,-0.18,-11.38,-32.25,9.63,-6.07,2.72,0.04,24.33,46.43,1.28
-69.72,-18.29,67.0,201.0,-54.474,-18.515,0.038,1133.0,-56.42,-19.67,4.65,33.02,2.39,-128.01,0.2,56.79,902.0,201.0,21.68,42.49,3.9,2.53,-1.47,-1.88,-2.52,14.9,2.44,0.65,58.71,0.07,,129.73,2.39
-68.83,-21.92,152.0,201.0,-46.049,-30.054000000000002,0.036000000000000004,1326.0,-48.45,-30.05,7.76,-26.16,1.86,105.43,0.18,97.74,919.0,201.0,13.99,13.99,6.97,-3.42,-0.5,1.8,-6.68,-14.09,6.48,-1.63,30.06,0.08,20.87,69.85,2.16
-68.73,-21.12,82.0,201.0,-50.318999999999996,-23.081999999999997,0.04,1160.0,-52.76,-23.55,-2.93,108.8,2.23,-133.86,0.18,80.41,902.0,201.0,21.62,38.35,-0.94,2.77,-1.55,-1.61,2.73,155.19,-2.48,1.15,47.82,0.0,40.02,117.28,2.34
-69.55,-26.25,130.0,202.0,-42.428000000000004,-33.274,0.031,1140.0,-44.5,-32.98,7.61,-62.34,-3.86,-9.58,0.2,96.76,919.0,201.0,24.02,28.46,3.53,-6.74,3.81,-0.64,-10.44,-45.24,7.35,-7.41,41.17,0.05,44.23,108.01,2.3
-69.08,-22.99,24.0,202.0,-63.69,-22.739,0.033,1010.0,-65.74,-22.49,9.55,-24.2,2.86,-172.73,0.18,94.3,902.0,201.0,34.09,34.09,8.71,-3.91,-2.84,-0.36,-7.27,-36.09,5.88,-4.28,85.42,0.16,5.24,150.58,2.44
-70.46,-34.09,102.0,2901.0,-49.86600000000001,-39.602,0.036000000000000004,1099.0,-52.39,-38.91,10.68,-11.03,2.42,-140.44,0.19,112.28,908.0,201.0,24.66,24.66,10.48,-2.04,-1.86,-1.54,-9.35,-22.6,8.63,-3.59,47.79,0.16,24.69,117.33,2.48
-69.06,-22.97,25.0,202.0,-63.397,-22.769000000000002,0.034,913.0,-65.47,-22.54,9.55,-24.33,2.86,-172.59,0.18,94.25,902.0,201.0,33.65,33.65,8.7,-3.93,-2.83,-0.37,-7.28,-36.3,5.87,-4.31,84.85,0.16,4.27,149.63,2.44
-68.82,-23.41,165.0,202.0,-44.986000000000004,-27.445999999999998,0.038,1108.0,-47.42,-27.21,8.39,-59.61,6.44,92.6,0.2,98.13,919.0,201.0,12.74,12.74,4.25,-7.24,-0.29,6.43,-4.07,-11.43,3.98,-0.81,15.1,0.04,0.0,80.46,1.99
-69.87,-26.77,61.0,202.0,-55.341,-26.802,0.026000000000000002,1250.0,-57.03,-26.63,2.58,33.8,1.15,-173.24,0.2,94.59,902.0,201.0,37.05,37.05,2.14,1.43,-1.14,-0.14,-1.63,52.41,1.0,1.29,72.57,0.04,23.68,141.93,2.5
-69.08,-24.2,159.0,202.0,-45.91,-31.221999999999998,0.035,1295.0,-48.24,-30.98,5.49,-27.85,1.87,105.16,0.2,98.16,919.0,201.0,11.96,11.96,4.85,-2.56,-0.49,1.8,-4.44,-9.88,4.37,-0.76,30.69,0.06,3.84,81.24,1.95
-69.07,-24.27,83.0,202.0,-50.605,-26.343000000000004,0.035,1139.0,-52.85,-26.13,4.23,-38.89,2.24,-139.05,0.19,97.88,904.0,201.0,23.88,35.86,3.29,-2.66,-1.69,-1.47,-4.44,-68.58,1.62,-4.14,47.93,0.05,34.45,117.4,2.36
-69.88,-28.63,146.0,202.0,-47.457,-36.699,0.033,1243.0,-49.65,-35.98,6.33,-31.63,-1.19,-72.37,0.19,109.15,919.0,201.0,7.87,7.87,5.39,-3.32,0.36,-1.13,-7.27,-37.93,5.73,-4.47,39.0,0.07,45.34,108.66,2.17
-69.28,-27.27,156.0,202.0,-46.503,-34.753,0.037000000000000005,1313.0,-49.01,-34.33,5.8,-35.06,1.88,97.17,0.19,107.59,919.0,201.0,9.03,9.03,4.75,-3.33,-0.23,1.86,-4.76,-18.04,4.52,-1.47,38.5,0.06,15.08,100.41,2.21
-69.08,-20.18,165.0,201.0,-45.117,-24.209,0.036000000000000004,1114.0,-47.38,-24.41,8.25,-53.65,6.45,100.31,0.17,90.8,919.0,201.0,15.56,15.56,4.89,-6.64,-1.15,6.34,-3.78,-4.43,3.76,-0.29,13.27,0.03,,89.05,1.99
-68.75,-22.67,122.0,201.0,-40.788000000000004,-28.749000000000002,0.038,1171.0,-43.28,-28.64,7.94,-17.36,2.34,-100.74,0.18,94.54,919.0,201.0,20.12,34.58,7.58,-2.37,-0.44,-2.29,-8.51,-33.26,7.11,-4.67,37.31,0.09,29.18,102.25,2.09
-69.03,-27.23,74.0,202.0,-52.199,-28.268,0.04,1123.0,-54.76,-27.76,2.65,11.31,2.02,-152.94,0.2,96.97,902.0,201.0,28.59,33.72,2.6,0.52,-1.8,-0.92,-0.91,-27.17,0.81,-0.41,55.92,0.04,29.3,123.14,0.85
-69.51,-23.45,68.0,202.0,-54.086000000000006,-23.750999999999998,0.027000000000000003,1137.0,-55.76,-23.55,4.49,5.79,4.21,-160.95,0.2,96.21,902.0,201.0,25.76,38.42,4.47,0.45,-3.98,-1.37,-1.08,-61.91,0.51,-0.95,61.12,0.08,32.17,132.75,2.43
-70.27,-33.13,89.0,2901.0,-51.402,-36.223,0.036000000000000004,1114.0,-53.89,-35.91,3.59,-37.62,2.36,-127.21,0.2,98.22,908.0,201.0,26.46,26.46,2.84,-2.19,-1.43,-1.88,-4.33,-70.62,1.44,-4.09,50.22,0.05,23.6,119.42,2.45
-70.5,-31.71,87.0,202.0,-51.842,-34.43,0.03,1122.0,-53.9,-34.17,3.79,-31.7,2.36,-127.78,0.2,98.16,908.0,201.0,28.05,28.05,3.23,-1.99,-1.45,-1.87,-4.27,-65.09,1.8,-3.87,50.3,0.05,24.07,120.48,2.42
-68.91,-22.38,87.0,201.0,-49.838,-25.155,0.035,1198.0,-52.05,-24.9,5.64,-19.37,2.38,-127.86,0.18,96.77,908.0,201.0,21.36,37.47,5.32,-1.87,-1.46,-1.88,-5.4,-44.17,3.87,-3.76,41.15,0.07,36.1,107.96,2.3
