index,lon,lat,age
568,-70,-41.4,3
569,-70.285,-41.53413,3
570,-69.35825,-41.76585,3
571,-70,-42,3
572,-69.28802,-42.26238,3
573,-69.88736,-43.67003,3
574,-68.95487,-45.25665,3
575,-70.13,-45.63,3
576,-68.8833,-19.75,4
577,-68.5833,-21.1833,4
578,-68.4478,-21.375,4
579,-68.4483,-21.3769,4
580,-68.4833,-21.4,4
581,-68.4494,-21.4047,4
582,-68.4497,-21.4047,4
583,-68.4494,-21.405,4
584,-68.3894,-21.4386,4
585,-68.3897,-21.4389,4
586,-68.3869,-21.4392,4
587,-68.3875,-21.4397,4
588,-68.4708,-21.5131,4
589,-68.4725,-21.5153,4
590,-68.4731,-21.5156,4
591,-68.5167,-21.55,4
592,-68.2317,-21.5842,4
593,-68.45,-21.6,4
594,-68.2431,-21.6358,4
595,-68.2058,-21.655,4
596,-68.1683,-21.6903,4
597,-68.1664,-21.6922,4
598,-68.165,-21.6969,4
599,-68.2833,-21.7667,4
600,-68.2333,-21.7833,4
601,-67.42,-23.17,4
602,-67.7534,-23.3319,4
603,-67.7513,-23.3338,4
604,-68.944,-37.09,4
605,-68.9383,-37.3242,4
606,-68.955,-37.3242,4
607,-69.57,-37.6967,4
608,-71.5,-38.5,4
609,-71.1,-38.73,4
610,-70.1083,-44.8683,4
611,-70.07,-44.87,4
612,-69.973,-45.198,4
613,-69.9733,-45.1983,4
614,-70.2067,-45.2967,4
615,-69.3483,-45.5067,4
616,-75.525,-46.725,4
617,-65.8853,-24.3047,7
618,-65.8683,-24.3542,7
619,-66.7,-22.85,7
620,-65.8589,-24.3808,7
621,-65.8747,-24.4075,7
622,-65.8419,-24.5472,7
623,-66.1414,-22.8731,8
624,-66.065,-22.8893,8
625,-66.0718,-22.8995,8
626,-65.8464,-24.5483,8
627,-66.4,-24.1,9
628,-65.8917,-24.4925,11
629,-65.7661,-24.5217,13
630,-65.692,-21.518,20
631,-70.5,-33.375,25
632,-70.66,-33.385,26
633,-70.66,-33.385,27
634,-70.66,-33.385,28
635,-69.9989,-42.0544,30
636,-69.5,-42.5,30
637,-70.66,-33.385,31
